indeks,pendidikan,keluarga,makanan,perayaan,alam
ahlulkubur,0.19387546,0.07232409,0.112879544,0.25208774,0.21666451
ahlunujum,0.39227432,0.07071096,0.21149147,0.17049742,0.26863688
ahlusuluk,0.41736487,0.14249721,0.18029836,0.2962193,0.33003342
ahlusunah,0.37826097,0.116272315,0.13561082,0.27918744,0.28960115
ahmak,0.2709693,0.0136343725,0.22674167,0.14177085,0.29553726
ahmar,0.24519268,0.0057342118,0.2138339,0.15112439,0.3064201
aho,0.46061343,0.2110376,0.3235311,0.21647,0.3818214
ahsan,0.30369002,0.114418164,0.2388039,0.13196868,0.31798112
ahwal,0.45897835,0.1880548,0.22067481,0.30160528,0.31397545
ai,0.6134813,0.28327528,0.43653315,0.26568165,0.5414157
aib,0.63212526,0.24945055,0.44173676,0.31985694,0.46925306
ain,0.5836065,0.2275033,0.35325044,0.3065171,0.52407575
ainulbanat,0.36572003,0.09910042,0.14463694,0.20009762,0.2449519
ainulyakin,0.45002484,0.113914594,0.1964314,0.16258912,0.2882759
ainunjariah,0.40528512,0.086432256,0.25482616,0.18209213,0.37540406
air,0.23454282,0.26188573,0.21719319,0.20529988,0.5570298
aja,0.6117948,0.23552907,0.42475075,0.34581405,0.5277214
ajab,0.43661183,0.19351017,0.32168084,0.3404177,0.5037799
ajaib,0.46360445,0.19491875,0.34113514,0.21140543,0.47228593
ajaibkhanah,0.40924335,0.14720798,0.2533167,0.10267943,0.45172545
ajak,0.47892013,0.17883015,0.2726341,0.21755758,0.2828235
ajal,0.5262118,0.2986002,0.42409745,0.38486838,0.55037034
ajang,0.44786412,0.23656768,0.26802465,0.56601715,0.43072012
ajar,0.7887589,0.27656573,0.42500722,0.2796385,0.42974544
ajar-ajar,0.71757996,0.19395244,0.28672937,0.16746686,0.27126777
ajek,0.49292699,0.28699946,0.3285206,0.33744264,0.5110992
ajektifa,0.51932,0.31338334,0.27999884,0.41204292,0.50349057
ajektiva,0.47312382,0.16725847,0.35011363,0.31312096,0.4165956
ajengan,0.4946259,0.32644486,0.28175515,0.39273834,0.45803565
aji,0.4322543,0.1885691,0.29635364,0.33858967,0.56123674
aji-aji,0.29425216,0.07880234,0.12809607,0.19237019,0.4172382
ajigineng,0.19150811,0.1330872,0.19169423,0.18114555,0.44030523
ajimumpung,0.21316354,0.11780423,0.20918381,0.24403417,0.3393878
ajir,0.23236269,0.078791685,0.1800506,0.24050072,0.4661797
ajisaka,0.042187255,-0.03988528,0.08061756,-0.013003625,0.18183956
ajnabi,0.4157048,0.22500288,0.28774765,0.24166659,0.41754985
ajnas,0.41384715,0.20098208,0.22145246,0.25230664,0.29245394
ajojing,0.4636473,0.26065242,0.30986357,0.37664315,0.47265393
ajre,0.39219964,0.20832649,0.28727847,0.3037662,0.43551022
aju,0.43229136,0.23605667,0.27323642,0.27871555,0.4152474
ajudan,0.33552578,0.32535887,0.25773913,0.26257908,0.28929168
ajufan,0.51940197,0.17217977,0.25952804,0.36881766,0.32614785
ajujah,0.41647768,0.15985818,0.2327837,0.2139732,0.33795732
ajuk,0.42728722,0.26427507,0.39327097,0.31736034,0.42281634
ajun,0.4952371,0.2699656,0.32530543,0.31611258,0.44692895
ajung,0.37725085,0.24651822,0.2927881,0.34107718,0.47395024
ajur,0.49057043,0.22880119,0.32429698,0.3781066,0.43998897
ajuster,0.43938386,0.18545577,0.30862582,0.3646161,0.45103619
akad,0.5718187,0.32566315,0.42521116,0.5065491,0.4189576
akademi,0.70516515,0.27185386,0.25271082,0.3070299,0.40022856
akademik,0.7652668,0.19758677,0.30199942,0.2769223,0.35868257
akademikus,0.61619484,0.16726305,0.30889076,0.2813043,0.36687496
akademis,0.78971505,0.19128829,0.2665511,0.23738432,0.38324246
akademisi,0.589242,0.119685054,0.19292596,0.13169649,0.24626333
akaid,0.48740762,0.32927707,0.29499573,0.36489418,0.43779552
akak,0.4468644,0.26941043,0.3288986,0.26657975,0.40661988
akal,0.4748295,0.10054656,0.32749185,0.11746648,0.2861567
akan,0.56035817,0.19468537,0.30347964,0.3122177,0.35426542
akang,0.4782521,0.3106712,0.4004396,0.4491744,0.54318947
akapela,0.33119822,0.18434298,0.24256569,0.20647421,0.3738827
akar,0.3932964,0.2508387,0.34120497,0.20829606,0.6410272
akas,0.48632604,0.2814422,0.25376382,0.25653845,0.409357
akasia,0.37585443,0.21046034,0.22459212,0.28571343,0.33225784
akatalepsia,0.50060254,0.16780676,0.24969716,0.26179025,0.2658321
akbar,0.43604875,0.1833222,0.25311792,0.4150412,0.43035173
akene,0.37962484,0.18911539,0.3724519,0.21641746,0.4880572
akeo,0.34167454,0.21029563,0.36157843,0.23976389,0.47135687
akh,0.5082466,0.14321746,0.3351059,0.21209432,0.36591816
akhbar,0.48823115,0.15872861,0.31774622,0.29002798,0.40099627
akhir,0.49099672,0.18499887,0.3081792,0.36472422,0.35017502
akhirat,0.5944328,0.22120067,0.37814218,0.3484162,0.49610436
akhirulkalam,0.3794057,0.1242982,0.172416,0.33131814,0.2882532
akhlak,0.70795107,0.20136541,0.28599122,0.33586925,0.3851338
akhlaki,0.629219,0.09836702,0.21169701,0.22426665,0.3147658
akhwan,0.41575205,0.08344717,0.21768674,0.13913603,0.30003697
aki,0.39794606,0.2766748,0.2896114,0.30902874,0.5359065
akibat,0.5563518,0.17282613,0.30487224,0.36052394,0.34179753
akidah,0.6761609,0.23432216,0.3341564,0.33778468,0.38195354
akik,0.3715675,0.24714242,0.42171776,0.3727545,0.5492547
akikah,0.3447418,0.33109704,0.34156963,0.5117178,0.4688814
akil,0.3973911,0.3110059,0.29307467,0.4424083,0.5635042
aklamasi,0.4482606,0.24268472,0.31342667,0.48416328,0.3605174
aklasia,0.39811307,0.2005812,0.36354777,0.2657586,0.46150208
akli,0.4464244,0.23855144,0.41086882,0.24418509,0.55781525
akliah,0.47831392,0.19684398,0.3542877,0.23423389,0.4665922
aklimasi,0.49106538,0.28065452,0.33007118,0.38718098,0.50214636
aklimatisasi,0.4857481,0.20846567,0.24907452,0.32406366,0.35960594
akmal,0.48582786,0.21389925,0.3248421,0.22450098,0.39413562
akolade,0.26896763,0.07276701,0.183537,0.2189365,0.37685466
akomodasi,0.6077689,0.27615246,0.44154933,0.38719732,0.33870617
akomodatif,0.29776707,0.1995956,0.2170887,0.38315293,0.41612756
akor,0.14842576,0.062147208,0.15732585,0.16638836,0.20015696
akordeon,0.085205734,0.09273851,0.104935795,0.091809414,0.16494381
akrab,0.60308886,0.31763214,0.36148435,0.3613122,0.43376103
akrawati,0.48090902,0.14465983,0.32405812,0.25610983,0.5178723
akreditasi,0.63080716,0.169317,0.29978627,0.17105733,0.17444952
akriflavina,0.51802605,0.14271691,0.31010354,0.2073381,0.33833307
akrilat,0.4708227,0.16810429,0.35440078,0.37865683,0.52528757
akrilik,0.40103966,0.16511244,0.39448225,0.27523252,0.53585243
akrobat,0.37113416,0.113403395,0.28893918,0.26034302,0.4431506
akrobatik,0.3353311,0.083284445,0.22508882,0.20890315,0.37487578
akrofobia,0.31501657,0.046192944,0.10947485,0.2414939,0.30871505
akromegali,0.3690778,0.09086783,0.3716486,0.25100082,0.520818
akrometer,0.4098214,0.11542103,0.2848004,0.24844605,0.44343352
akromion,0.5244603,0.13032725,0.2980003,0.35391444,0.38343614
akronim,0.5435922,0.17427902,0.2872566,0.2961988,0.35580823
aksa,0.5777292,0.22481629,0.3750537,0.27293414,0.47553456
aksara,0.5757192,0.2755767,0.35220402,0.33360964,0.4542045
aksarawan,0.4411611,0.13807064,0.17000823,0.11361113,0.27547354
aksarawati,0.407124,0.27381653,0.2161766,0.1922954,0.3540541
akseleran,0.34652662,0.111514375,0.27618912,0.3183549,0.46696195
akselerasi,0.26040906,0.16639884,0.2193319,0.22095814,0.3203894
akselerator,0.32299235,0.11679563,0.19561467,0.28880468,0.41815415
akselerometer,0.21764639,0.082788885,0.16336863,0.19484156,0.33364975
aksen,0.43601337,0.2674839,0.3728501,0.45147464,0.45523494
aksentologi,0.40454733,0.15230328,0.1657659,0.27421656,0.3621587
aksentuasi,0.4573576,0.20022894,0.3091247,0.4363108,0.43484008
aksep,0.5289,0.30938798,0.43779993,0.424412,0.5888939
akseptabel,0.5839145,0.2570231,0.29801655,0.2976154,0.3884429
akseptabilitas,0.4156052,0.08954288,0.13469756,0.13807538,0.20929688
akseptasi,0.5915841,0.19265231,0.27565145,0.2839307,0.3876469
akseptor,0.578954,0.37592012,0.32596818,0.33929443,0.4337873
akses,0.5427841,0.16867217,0.25695276,0.18404798,0.38169324
aksesibilitas,0.5305959,0.2024304,0.30485463,0.27688837,0.47214115
aksesori,0.46127665,0.2384093,0.38750628,0.3679444,0.39377382
aksi,0.42499232,0.26462787,0.2761643,0.5840878,0.48372033
aksidental,0.51493776,0.29071084,0.34872544,0.5298914,0.576546
aksila,0.40010184,0.23213936,0.33348697,0.42624408,0.60005033
aksiologi,0.52048486,0.17986321,0.22281016,0.4448138,0.48660198
aksioma,0.39988706,0.21135476,0.47661555,0.5072627,0.5359798
aksiomatis,0.4246512,0.12955533,0.31613076,0.42624915,0.46880385
aksis,0.5265371,0.27591124,0.317343,0.52147526,0.5136467
akson,0.5911317,0.26541814,0.38992983,0.38920414,0.53618526
aksostil,0.5147866,0.29879326,0.38136068,0.43627423,0.54566026
akta,0.6541486,0.2911373,0.40375876,0.38612238,0.38899422
aktentas,0.5811503,0.34028983,0.23742686,0.36296377,0.3722872
aktif,0.3597979,0.22978133,0.2513948,0.40396532,0.52482903
akting,0.3769943,0.19614436,0.2629045,0.3594553,0.33098945
aktinida,0.34071702,0.16471864,0.38574183,0.2642657,0.39070272
aktinik,0.44302547,0.18642464,0.3270467,0.29977566,0.48502538
aktinisme,0.3949824,0.07920818,0.19509004,0.25330973,0.26727304
aktinium,0.42933407,0.23281345,0.38720024,0.3914957,0.41828614
aktinokimia,0.42001864,0.13032223,0.36198074,0.24294038,0.302888
aktinolit,0.37497407,0.15091515,0.37141764,0.24731657,0.48076135
aktinometer,0.2632329,0.14290234,0.20213953,0.20587346,0.2873087
aktiva,0.5820817,0.20605388,0.418545,0.25574315,0.3586818
aktivis,0.4887013,0.13263439,0.15222111,0.3755721,0.31465173
aktivisme,0.46817365,0.10466565,0.120070234,0.39186454,0.30955824
aktivitas,0.49859774,0.3798235,0.34721893,0.40950376,0.58081496
aktor,0.2654738,0.14596933,0.18699485,0.3314131,0.1876117
aktris,0.2766377,0.179414,0.21838726,0.34012446,0.2459702
aktual,0.658632,0.23635332,0.35775355,0.35296297,0.47379225
aktualisasi,0.71737057,0.2110375,0.35618252,0.3835376,0.488499
aktuaria,0.40336686,0.12166053,0.3200078,0.34207046,0.48457938
aktuaris,0.39768744,0.099373914,0.24872679,0.3426805,0.43286723
aku,0.35200357,0.05853145,0.2485125,0.14091754,0.27276474
akua,0.3293702,0.06691963,0.26722363,0.14023277,0.26252782
akuades,0.43755835,0.14473903,0.35785544,0.3117267,0.42448264
akuaduk,0.42114753,0.13277856,0.38532647,0.21973658,0.40536022
akuakultur,0.27706596,-0.043887313,0.10588771,0.03085953,0.11669038
akualung,0.19810426,0.07866533,0.20775768,0.128227,0.2906051
akuamarin,0.3444409,0.05439641,0.24133155,0.11999016,0.34892413
akuan,0.3815198,0.07940121,0.29598194,0.173037,0.34934476
akuarel,0.38189209,0.17410025,0.34421465,0.27056605,0.499632
akuaris,0.35372496,0.088770315,0.30249798,0.19978872,0.41794005
akuarium,0.22094952,0.20895845,0.42212385,0.278945,0.33282813
akuarius,0.32008994,0.094290525,0.28750685,0.1623961,0.35332537
akuatik,0.33145577,0.13297535,0.27755302,0.22188498,0.45136428
akuifer,0.44708055,0.14673202,0.29960167,0.18289188,0.37606752
akuisisi,0.49912804,0.16828695,0.3337887,0.18334508,0.19661525
akuk,0.38118875,0.095516056,0.3215182,0.15221941,0.29948813
akulturasi,0.45912606,0.15529913,0.21716657,0.27832454,0.27421814
akumulasi,0.50830376,0.26571536,0.30694294,0.32067174,0.39039582
akumulatif,0.4995923,0.19342813,0.30167377,0.32267874,0.3569193
akumulator,0.4788859,0.20402256,0.27022612,0.38168997,0.36790952
akun,0.5000763,0.24291937,0.3222661,0.23721395,0.30116996
akuntabel,0.6788553,0.19851169,0.35301387,0.29959178,0.43868452
akuntabilitas,0.55896515,0.13965586,0.2758672,0.2906742,0.26571086
akuntan,0.57862294,0.137416,0.3613365,0.18510391,0.2800135
akuntansi,0.6204821,0.20032592,0.3477354,0.21118969,0.2910927
akupungtur,0.29826152,0.10578368,0.13964899,0.20015344,0.28117615
akupungturis,0.2622531,0.04176209,0.1929985,0.13373032,0.30953142
akupunktur,0.3286497,0.05484491,0.1817536,0.13082795,0.21884635
akur,0.53633463,0.35323468,0.35547498,0.37650496,0.41137338
akurasi,0.5065226,0.16714689,0.33902532,0.27503327,0.42318058
akurat,0.5827365,0.16107161,0.304586,0.20948869,0.39056328
akusatif,0.4593363,0.14536764,0.22195223,0.1971162,0.3153097
akustik,0.24085924,0.19455746,0.22968183,0.2664012,0.308162
akustika,0.24808021,0.18523107,0.22931723,0.27773452,0.31739077
akut,0.52063274,0.14471766,0.43274367,0.31613967,0.45144728
akwal,0.51145804,0.2902197,0.29729512,0.32567966,0.43973225
al,0.60839474,0.27326486,0.39084047,0.32362437,0.5209024
ala,0.5824722,0.25774324,0.4736095,0.44060898,0.59882385
alabangka,0.2301814,0.15507227,0.25489932,0.22163168,0.36026052
alabio,0.2735906,0.16737717,0.23566723,0.217418,0.4675824
alaf,0.61025083,0.18450317,0.4118299,0.44419903,0.49832183
alah,0.53758013,0.16885649,0.3894409,0.27941328,0.42709714
alai,0.5065946,0.18640378,0.43269467,0.3439904,0.5474975
alai-belai,0.25741747,0.02756471,0.17239556,0.16055939,0.28689587
alaihisalam,0.38244057,0.18124709,0.25216016,0.29290807,0.38174477
alaika,0.34075785,0.15061828,0.31309193,0.25829804,0.4919882
alaikum,0.5901379,0.2973382,0.36644793,0.43476823,0.5247704
alak,0.47922605,0.17934066,0.44471622,0.34232566,0.4998433
alalia,0.23900023,0.1493767,0.29102257,0.23073697,0.453528
alam,0.44608107,0.3019748,0.3521502,0.37608293,0.99999964
alamah,0.45618665,0.29217628,0.38556224,0.37468547,0.7925246
alamak,0.33510944,0.28397557,0.35727817,0.40684706,0.76042867
alamanda,0.30224603,0.26351178,0.25339147,0.23540875,0.74058235
alamas,0.43177152,0.26096523,0.2498326,0.27537197,0.66490555
alamat,0.5915543,0.26485968,0.37291908,0.32895994,0.4841599
alamatulhayat,0.4146705,0.16117641,0.20272532,0.2524509,0.41646314
alami,0.57791775,0.28089583,0.40237075,0.28638196,0.710284
alamiah,0.6260179,0.24892238,0.34628808,0.3158449,0.5623147
alamin,0.53312343,0.17886847,0.35265785,0.2487989,0.41341466
alan-alan,0.32253438,0.17439014,0.18334489,0.10939059,0.26974335
alang,0.41860276,0.19463573,0.35862708,0.25081974,0.57898676
alang-alang,0.24904163,0.07959283,0.23179853,0.10907669,0.51171076
alangkah,0.5134368,0.2291709,0.42427158,0.37678936,0.6519517
alantois,0.20648548,0.05606151,0.11600351,0.04430796,0.22488701
alap,0.47068393,0.10882704,0.44293484,0.32416523,0.45861048
alap-alap,0.36715806,0.0337056,0.38732988,0.23343155,0.37249082
alarm,0.3708501,0.22159544,0.21717477,0.3463158,0.34143788
alas,0.5088518,0.26283965,0.43489277,0.3451197,0.5942871
alat,0.32350948,0.23927827,0.29074073,0.2337125,0.3670022
alau,0.28991508,0.14456636,0.3125004,0.30366182,0.46580225
alawar,0.3485657,0.029439814,0.21548313,0.23343436,0.35271245
alazon,0.4969179,0.118382804,0.31066868,0.20844086,0.4336455
albanat,0.28808632,0.09602295,0.33308893,0.17537175,0.34227398
albas,0.19738778,0.1604394,0.33846158,0.17307107,0.44458985
albatros,0.20185876,0.08752619,0.27668256,0.089691475,0.40712452
albedo,0.2081416,0.18223873,0.24976078,0.13774648,0.32881373
albedometer,0.32445896,0.066666596,0.29898933,0.2108653,0.3227342
albinisme,0.33098167,0.11721611,0.28441644,0.22187547,0.34511334
albino,0.2291916,0.19104838,0.29545623,0.26785454,0.35979
albinoid,0.21541092,0.24056354,0.34639513,0.26057267,0.34842175
albit,0.394498,0.20770703,0.38625616,0.30685654,0.49018538
albuginea,0.29759115,0.17288618,0.39144313,0.25417355,0.38788408
album,0.34565407,0.24566326,0.2912554,0.3561405,0.30105814
albumen,0.41550955,0.3027742,0.3754827,0.5009024,0.49376386
albumin,0.426986,0.2030918,0.34378636,0.40229562,0.41802102
albuminoit,0.25103602,0.20583543,0.24010566,0.31205887,0.39570832
albuminometer,0.16804981,0.14683038,0.20701557,0.23022287,0.3187485
albuminuria,0.24165331,0.12307942,0.23160501,0.21494439,0.2535889
aldehida,0.34504938,0.085482046,0.44136253,0.22800258,0.32746196
alegori,0.50874984,0.24916571,0.38061148,0.3480124,0.41586965
alegoris,0.51896995,0.25764048,0.3826674,0.4036266,0.43165118
aleksandrit,0.28850234,0.14948039,0.193616,0.14553712,0.1591645
aleksia,0.46964312,0.29167444,0.4114924,0.3201423,0.514732
aleksin,0.562723,0.28270257,0.40722358,0.38403726,0.52590287
alel,0.4378139,0.28766447,0.35580367,0.3540125,0.48937893
alem,0.53622055,0.31173056,0.43727338,0.43459427,0.61479664
alergen,0.28893137,0.028774448,0.31091362,0.2695198,0.2841669
alergi,0.42553076,0.26774228,0.47072756,0.2712927,0.2683698
alergis,0.44770175,0.22024055,0.4140759,0.22085756,0.22326042
alf,0.5999574,0.23940969,0.38868144,0.30481994,0.48924917
alfa,0.46523458,0.22253002,0.4418752,0.2816695,0.46476787
alfabet,0.32802776,0.20704475,0.33364254,0.30729428,0.19892213
alfabetis,0.33206394,0.15598446,0.30976325,0.25481325,0.1904754
alfaktorius,0.36162135,0.10287539,0.31269842,0.20734712,0.27940437
alfanumerik,0.44333625,0.14413321,0.3948523,0.21713343,0.30812964
alferes,0.48803076,0.22224429,0.29470834,0.30949825,0.40055472
alga,0.2545636,0.13549806,0.41457355,0.1946603,0.5538347
algilik,0.58422565,0.19166096,0.35819554,0.2992464,0.381719
algoid,0.60580945,0.21939695,0.408103,0.34971356,0.487374
algojo,0.51965785,0.1618979,0.30391714,0.27537268,0.35974252
algologi,0.6631755,0.19965658,0.30604267,0.30664885,0.4461326
algometer,0.43591684,0.12917933,0.24434969,0.2175251,0.3464066
algoritme,0.5125555,0.100896314,0.36874986,0.21720532,0.39038837
algrafi,0.53610575,0.13341294,0.24244393,0.2389698,0.36759382
alhamdulillah,0.4035607,0.2477544,0.19956002,0.22379124,0.20656794
alhasil,0.47259742,0.1597346,0.29446837,0.26117635,0.34846315
ali,0.41922736,0.2784359,0.28068674,0.2612712,0.40881485
ali-ali,0.22074986,0.17091393,0.11053978,0.07588593,0.16804148
aliansi,0.343129,0.1781669,0.15632308,0.30977958,0.1858553
alias,0.601475,0.19768704,0.3761391,0.28855687,0.43037117
aliase,0.6187556,0.23707995,0.32827616,0.33388463,0.5574478
alibi,0.27587694,0.19105917,0.22272336,0.21488777,0.3283952
alienasi,0.53484666,0.31933314,0.23555717,0.33682525,0.48887986
alif,0.55541974,0.22774419,0.39671052,0.32562727,0.49029535
alifatik,0.5084406,0.21859902,0.2986848,0.38049108,0.48186547
alifbata,0.3273391,0.115019724,0.21591532,0.18861765,0.32599938
alih,0.5699056,0.18546395,0.32181638,0.26294523,0.3838876
alih-alih,0.47637063,0.13756993,0.26219776,0.2121192,0.30721974
alihragam,0.5137077,0.09951512,0.2516113,0.1978001,0.30929306
alik,0.3929537,0.24796364,0.36933482,0.30439192,0.4580596
alikuot,0.31163847,0.18243316,0.19038366,0.21224102,0.3168755
alim,0.63439894,0.24835345,0.4449961,0.31497553,0.5332886
alimbubu,0.4972939,0.15160157,0.3109396,0.21220663,0.4032221
alimentasi,0.65396583,0.25981152,0.42505336,0.41973686,0.4845581
alimenter,0.5996004,0.2034123,0.33108166,0.32301056,0.49306488
alimiah,0.6104343,0.22141853,0.37242395,0.34670696,0.4687187
alimiat,0.57293963,0.2041455,0.32136253,0.3572652,0.4112045
alimun,0.60770696,0.21033776,0.37373382,0.3050142,0.49732596
alin,0.32389078,0.17460391,0.2197195,0.17954765,0.28766894
alinea,0.54001033,0.24927095,0.418463,0.4321512,0.42152244
aling,0.3205997,0.27346596,0.32049197,0.39911848,0.47810012
alip,0.41625792,0.22707696,0.35227352,0.30584782,0.44806033
alir,0.3963418,0.31197894,0.34831956,0.37224177,0.48048675
alis,0.28105247,0.17727008,0.34976363,0.23564097,0.41420293
alisiklik,0.31744808,0.12171927,0.26063803,0.20793013,0.4233201
alit,0.378689,0.25572956,0.29323953,0.37126666,0.48710895
aliterasi,0.45273024,0.21371526,0.24899371,0.35437876,0.38618618
alizarin,0.16655484,0.058050975,0.12890452,0.10194722,0.12950742
aljabar,0.5211619,0.21018174,0.3208655,0.1869159,0.37281471
aljalil,0.4206679,0.19929205,0.39241925,0.34579593,0.532079
alkabir,0.45468667,0.13695484,0.3898133,0.24643126,0.4103885
alkadim,0.52032423,0.13485192,0.2934078,0.22336105,0.31734863
alkadir,0.5431838,0.16151045,0.34182906,0.28349066,0.38693428
alkah,0.5727103,0.17579922,0.3837968,0.30037218,0.4536823
alkali,0.46232376,0.22261876,0.47817886,0.3138654,0.5222485
alkalinitas,0.3837993,0.118310645,0.30997342,0.16560996,0.31448382
alkalis,0.45394796,0.20423397,0.43743503,0.27893978,0.47277814
alkaloid,0.47145063,0.15774478,0.47062427,0.31248546,0.4406689
alkalometri,0.505655,0.16611737,0.3568147,0.3146651,0.43347484
alkamar,0.60150445,0.20552567,0.36778986,0.28436872,0.4344492
alkana,0.5789225,0.21043551,0.4303363,0.31881914,0.5382259
alkari,0.5561344,0.1801373,0.38509697,0.2754079,0.4804731
alkasyaf,0.47500288,0.1490229,0.2975845,0.23246697,0.3252244
alkausar,0.46900773,0.18570745,0.3455544,0.3422662,0.44316155
alkena,0.5539081,0.16784757,0.39791393,0.277205,0.4089207
alkil,0.56685543,0.18689942,0.4305013,0.34066415,0.45491531
alkimia,0.5128424,0.19208413,0.41596475,0.32459027,0.390101
alkisah,0.55893475,0.23723276,0.35128725,0.31735313,0.40007293
alkitab,0.4094935,0.19397482,0.22382261,0.26497924,0.21409103
alkohol,0.47944593,0.15000528,0.42286396,0.3238048,0.35053396
alkoholis,0.4543556,0.09093054,0.37282875,0.3117224,0.29231218
alkoholisasi,0.45465922,0.11364834,0.34101278,0.27449822,0.23658457
alkoholisme,0.35619882,0.033275183,0.24474639,0.21487555,0.15884486
alkoholometer,0.37702927,0.12375665,0.26012918,0.2356082,0.2572959
alku,0.514184,0.17299624,0.37413424,0.26292965,0.46304643
